sao	const	StarName	Mag	BV	MK	RA	DE	Distance	DblSep	DblPeriod	DblPA	VarName	VarType	PmRa	PmDec	ProperName	HIP	IAU	HD	DM	HR	WDS	PPM	SKY2K
200448	Ant		8.610	.423	F3IV/V	9h30'46.6079''	-38º24'54.158''	419.82						-.00456	.0101		46658	J093046.60-382454.1	82414	CD-37 5838 			286550	9300154
200474	Ant		7.550	.019	A(pSi)	9h32'0.7341''	-38º56'15.784''	1360.54						-.00128	.0097		46779	J093200.73-385615.7	82627	CD-38 5667 			286578	9320002
177619	Ant		6.430	.343	A9V	9h32'18.3863''	-28º37'39.970''	250.63				S_Ant	EW/KE:	-.00675	.0438		46810	J093218.38-283739.9	82610	CD-28 7373 	3798		256343	9320057
200489	Ant		9.150	.617		9h33'5.6703''	-39º8'35.378''	207.04	56.300		198			-.00330	.0330			J093305.67-390835.3		CD-38 5675 			286594	9330171
200493	Ant		7.250	.655	G5V	9h33'16.8628''	-38º38'15.171''	225.99	46.500		155			-.01582	.0614		46888	J093316.86-383815.1	82798	CD-38 5679 			286603	9330060
200495	Ant		10.460	.366		9h33'18.5770''	-38º38'57.372''	48.10	46.500		155			-.00073	.0044			J093318.57-383857.3		CP-38 3443 			286604	9330181
200500	Ant		9.290	.673	F6Iab	9h33'50.8592''	-36º36'56.748''	5555.56						-.00061	.0057			J093350.85-363656.7		CD-36 5776 			286611	9330198
200536	Ant		8.370	1.460	M6III	9h35'38.9299''	-39º54'12.645''	4329.00						-.00005	.0016		47076	J093538.92-395412.6	83199	CD-39 5653 			286653	9350117
177722	Ant		7.550	.122	A3V+(F)	9h36'2.9269''	-27º31'19.265''	553.71	3.600		204			-.00309	.0040		47106	J093602.92-273119.2	83196	CD-26 7251 		09360-2731	256450	9360006
177748	Ant		5.680	1.121	gK1	9h37'0.2073''	-25º17'48.334''	299.22						-.00462	.0362		47187	J093700.20-251748.3	83332	CD-24 8272 	3830		256477	9370001
177754	Ant		7.450	.192	A7V	9h37'14.1767''	-30º12'39.891''	354.99						.00038	-.0225		47208	J093714.17-301239.8	83379	CD-29 7637 			286687	9370036
177755	Ant		9.120	.024	A0V	9h37'14.9640''	-29º24'16.960''	1550.39						-.00130	.0132		47209	J093714.96-292416.9	83378	CD-28 7460 			256484	9370038
200573	Ant		5.950	1.121	K2III	9h37'28.4007''	-36º5'45.579''	344.71						-.00211	-.0014		47224	J093728.40-360545.5	83441	CD-35 5833 	3835		286696	9370076
177764	Ant		7.030	.988	K1III	9h37'28.9249''	-29º48'8.342''	454.75						-.00182	-.0176		47226	J093728.92-294808.3	83414	CD-29 7641 			256492	9370079
200576	Ant		7.720	1.209	K1IIICNIV/V	9h37'46.3471''	-30º40'41.462''	469.48						-.00240	.0330			J093746.34-304041.4	83459	CD-30 7728 			286700	9370119
200614	Ant		7.280	1.590	K0III	9h40'16.9020''	-30º55'18.262''	1355.01						-.00128	.0029		47451	J094016.90-305518.2	83826	CD-30 7775 			286749	9400046
200635	Ant		6.910	.022	A0/1V	9h41'24.8274''	-33º23'46.771''	548.25						-.00033	-.0040		47530	J094124.82-332346.7	84042	CD-32 6646 			286772	9410070
200644	Ant		6.570	1.300	K2III	9h41'52.2945''	-30º18'12.172''	859.11						-.00205	.0094		47564	J094152.29-301812.1	84085	CD-29 7712 			286783	9410154
200668	Ant		11.130	.613		9h43'41.2699''	-36º32'5.426''	223.71						-.00029	.0007			J094341.26-363205.4		CD-35 5896 			286813	9430185
177923	Ant		7.130	.338	F2/3IV/V	9h44'47.8248''	-27º37'49.719''	340.14	15.000					.00011	-.0196		47811	J094447.82-273749.7	84458	CD-27 6895 		09448-2738	256663	9440142
200699	Ant		6.910	.456	F6V	9h45'24.2520''	-32º40'57.705''	209.51						-.01082	-.0264		47873	J094524.25-324057.7	84580	CD-32 6709 			286850	9450074
177962	Ant		7.010	.402	F3V	9h46'21.6637''	-27º16'34.024''	177.40						-.00371	-.0659		47957	J094621.66-271634.0	84709	CD-26 7411 			256706	9460069
200720	Ant		7.740	1.060	K0III	9h46'30.6862''	-31º16'28.134''	1650.17						-.00321	.0260		47964	J094630.68-311628.1	84752	CD-30 7887 			286874	9460092
200729	Ant		6.980	.046	A2V	9h47'3.9551''	-31º16'5.228''	450.45						-.00255	.0029		47999	J094703.95-311605.2	84824	CD-30 7895 			286884	9470016
200739	Ant		6.800	1.351	K1III	9h47'34.8348''	-38º11'22.965''	1801.80	32.400		142			-.00136	.0000		48037	J094734.83-381122.9	84926	CD-37 6073 		09476-3811	286893	9470089
178157	Ant		7.100	-.094	B3/5V+B/A	9h54'5.1354''	-27º59'56.460''	1234.57	1.700		343			-.00119	-.0050		48547	J095405.13-275956.4	85860	CD-27 7035 		09541-2800	256915	9540009
200878	Ant		7.000	.974	K1(III)	9h55'59.0124''	-39º33'11.787''	233.92						-.00205	-.0386		48703	J095559.01-393311.7	86195	CD-38 6032 			287073	9550150
200889	Ant		5.830	1.204	K1III	9h56'35.4941''	-33º25'6.587''	490.20						.00274	.0220		48748	J095635.49-332506.5	86267	CD-32 6895 	3932		287086	9560077
178216	Ant		6.310	.177	A4V	9h56'54.0919''	-27º28'30.555''	513.61						-.00549	.0238		48776	J095654.09-272830.5	86301	CD-26 7551 	3933		256982	9560131
200893	Ant		7.390	.510	F7IV/V	9h56'58.7507''	-34º49'32.257''	501.25	11.300		182			-.00275	.0132		48781	J095658.75-344932.2	86347	CD-34 6289 		09570-3450	287093	9560141
200945	Ant		8.200	1.160	K1III	9h59'55.9248''	-32º33'45.038''	1114.83						-.00269	.0091		49012	J095955.92-323345.0	86766	CD-31 7845 			287152	9590176
200944	Ant		7.200	1.571	K4III	9h59'56.6303''	-31º20'58.351''	1508.30						-.00152	.0099		49013	J095956.63-312058.3	86765	CD-30 8094 			287153	9590178
200982	Ant		7.090	.280	A8III	10h2'0.4271''	-34º10'24.841''	235.90						-.00419	.0201		49165	J100200.42-341024.8	87099	CD-33 6603 			287198	10020003
178378	Ant		6.940	.018	A(pEuCr)	10h4'49.0182''	-28º11'19.276''	833.33				AP_Ant		-.00206	.0114		49375	J100449.01-281119.2	87488	CD-27 7179 			257164	10040130
178385	Ant		6.970	-.019	A0V	10h5'12.0161''	-28º11'49.369''	960.61	.100		324			-.00201	.0060		49411	J100512.01-281149.3	87556	CD-27 7183 		10052-2812	257171	10050044
201039	Ant		6.600	1.095	K0/1III	10h5'26.5370''	-34º52'57.613''	727.80						-.00095	-.0007		49428	J100526.53-345257.6	87639	CD-34 6405 			287264	10050082
201081	Ant		6.330	.981	K0III	10h8'1.6498''	-37º20'0.401''	602.77						-.00230	.0070		49645	J100801.64-372000.4	88013	CD-36 6156 	3984		287318	10080004
201090	Ant		7.210	.168	A3IV	10h8'23.0316''	-35º0'49.293''	370.37						-.00248	.0001		49670	J100823.03-350049.2	88050	CD-34 6456 			287329	10080054
201093	Ant		7.870	.715	F8IV	10h8'37.3305''	-31º6'9.873''	1338.69						-.00002	-.0061		49690	J100837.33-310609.8	88066	CD-30 8212 			287334	10080103
201107	Ant		7.440	.560	G0V	10h9'31.7686''	-32º50'47.993''	136.95						-.01604	.0362		49767	J100931.76-325047.9	88201	CD-32 7101 			287352	10090087
201114	Ant		7.620	.035	A0V	10h9'45.4476''	-37º43'55.550''	615.01						-.00134	-.0115		49784	J100945.44-374355.5	88262	CD-37 6338 			287358	10090118
201129	Ant		6.760	.311	F0IV	10h10'41.6787''	-38º54'39.213''	593.12						-.00464	.0096		49849	J101041.67-385439.2	88398	CD-38 6249 			287375	10100103
201179	Ant		10.670	1.289		10h12'55.6697''	-35º36'32.762''	282.49						-.00010	.0060			J101255.66-353632.7		CD-34 6540 			287433	10120192
201186	Ant		6.370	.598	G1V	10h13'24.7300''	-33º1'54.200''	75.79						-.02941	.0644		50075	J101324.73-330154.2	88742	CD-32 7158 	4013		287445	10130075
201194	Ant					10h14'13.9340''	-36º20'2.880''							-.00090	.0040			J101413.93-362002.8		CD-35 6247 			287458	10140176
201198	Ant		8.560	1.475	K4III	10h14'17.5560''	-38º52'6.098''	66666.67						-.00093	-.0013		50151	J101417.55-385206.0	88889	CD-38 6305 			287459	10140047
201211	Ant		6.170	1.059	K0III	10h15'20.8720''	-36º31'3.781''	375.38						-.00237	.0075		50234	J101520.87-363103.7	89015	CD-35 6260 	4029		287476	10150052
178597	Ant		7.210	.540	F8/G0V	10h16'4.0732''	-28º36'50.256''	185.29						-.01700	.0600		50288	J101604.07-283650.2	89090	CD-27 7328 			257421	10160009
201266	Ant		6.300	1.285	K2-3III	10h18'37.8539''	-36º48'16.459''	621.89						-.00269	.0103		50492	J101837.85-364816.4	89442	CD-36 6281 	4053		287540	10180098
201291	Ant		7.310	.010	B9IV/V	10h20'5.2052''	-39º42'9.051''	1007.05						-.00176	.0052		50590	J102005.20-394209.0	89677	CD-39 6302 			287573	10200013
178725	Ant		7.810	.890	K0III+G	10h21'32.3052''	-29º56'16.632''	1153.40						-.00382	.0137		50732	J102132.30-295616.6	89829	CD-29 8292 			257556	10210085
201369	Ant		7.040	.028	A0IV	10h24'56.9658''	-38º18'11.761''	732.60	22.400		324			-.00106	-.0076		50987	J102456.96-381811.7	90335	CD-37 6528 			287667	10240143
201405	Ant	alp Ant	4.270	1.447	K4III	10h27'9.1011''	-31º4'4.004''	374.53						-.00626	.0096		51172	J102709.10-310404.0	90610	CD-30 8465 	4104		287713	10270034
201466	Ant		10.920	.716		10h31'10.6063''	-37º26'48.506''	456.62						-.00001	-.0010			J103110.60-372648.5		CD-36 6451 			287789	10310165
201471	Ant		7.240	1.115	K0III/IV	10h31'30.1620''	-35º7'42.044''	501.25						-.00256	-.0712		51530	J103130.16-350742.0	91249	CD-34 6783 			287795	10310073
201523	Ant		6.920	.008	A0IV	10h34'16.9791''	-37º23'12.451''	923.36	3.700		130			-.00150	.0043		51739	J103416.97-372312.4	91645	CD-36 6485 		10343-3723	287851	10340036
201527	Ant		7.370	.440	F5/6V	10h34'48.9234''	-31º20'46.618''	236.57						.00503	-.0866		51777	J103448.92-312046.6	91707	CD-30 8546 			287858	10340126
201533	Ant		5.540	2.950	C5,3	10h35'12.8507''	-39º33'45.319''	854.70						-.00278	.0033		51821	J103512.85-393345.3	91793	CD-38 6579 	4153		287864	10350039
201598	Ant		6.700	.902	G8III	10h39'16.2720''	-36º40'37.730''	625.39						-.00399	.0152		52151	J103916.27-364037.7	92363	CD-36 6565 			287947	10390049
201604	Ant																							
201615	Ant		7.260	1.300	K2III	10h39'52.6435''	-33º36'46.065''	1501.50						-.00071	.0008		52199	J103952.64-333646.0	92430	CD-32 7529 			287967	10390144
201641	Ant		6.810	.048	A0V	10h41'30.3385''	-35º43'52.057''	410.51						-.00204	-.0039		52324	J104130.33-354352.0	92678	CD-35 6656 			287997	10410081
201699	Ant		7.670	.670	K0/1III+A3/5	10h44'39.0718''	-38º8'31.246''	933.71	.300		177			-.00272	.0114		52548	J104439.07-380831.2	93122	CD-37 6769 		10447-3809	288062	10440117
201707	Ant		10.340	1.409		10h44'54.0862''	-38º43'21.051''	277.78						.00012	-.0187			J104454.08-384321.0		CD-38 6711 			288071	10440185
201813	Ant		7.530	1.063	K1III	10h50'26.3596''	-33º50'22.122''	481.00						-.00569	-.0025		52992	J105026.35-335022.1	93983	CD-33 7293 			288187	10500062
201867	Ant		7.880	.416	F2V	10h53'47.8657''	-32º19'36.409''	333.00						-.00031	-.0086		53279	J105347.86-321936.4	94461	CD-31 8614 			288256	10530139
201967	Ant		9.010	1.172	K1III	10h58'49.9460''	-37º17'31.959''	476.19						-.00021	-.0016			J105849.94-371731.9	95167	CD-36 6841 			288364	10580116
202067	Ant		5.430	.018	A2V	11h4'54.1948''	-35º48'16.834''	542.01						-.00178	.0045		54173	J110454.19-354816.8	96146	CD-35 6954 	4313		288486	11040170
257096	Aps		9.630	.063	B9/A0V	13h52'38.8008''	-71º10'34.460''	1841.62	4.400		349			-.00148	-.0080		67745	J135238.80-711034.4	120498	CP-70 1685 		13526-7111	372059	13520162
257099	Aps		8.780	.500	F6V	13h55'12.9903''	-72º44'1.464''	155.04						-.00950	-.0222			J135512.99-724401.4	120844	CP-72 1459 			372079	13550032
257100	Aps		9.100	.009	B8V	13h55'44.1317''	-73º40'52.660''	1579.78						-.00206	-.0030		68018	J135544.13-734052.6	120892	CP-73 1210 			372083	13550127
257104	Aps		8.100	-.020	B4III	13h58'18.6675''	-73º38'19.543''	1782.53						-.00214	-.0020		68247	J135818.66-733819.5	121315	CP-73 1221 			372106	13580041
257105	Aps		8.810	.216	A3V	13h59'8.4092''	-76º47'4.431''	33333.33						-.00370	-.0090			J135908.40-764704.4	121316	CP-76  794 			372109	13590032
257107	Aps		6.090	.001	B9III	14h0'32.8121''	-78º35'23.933''	744.05						-.00478	-.0090		68431	J140032.81-783523.9	121439	CP-77  922 	5240		372119	14000097
258686	Aps		7.140	1.281	K3III	14h3'6.7291''	-82º55'13.875''	495.29						-.02919	.0137		68647	J140306.72-825513.8	121317	CP-82  587 			377641	14030048
257109	Aps		8.730	.003	B7Vn	14h3'7.3320''	-71º8'31.514''	2433.09						-.00125	-.0043		68649	J140307.33-710831.5	122146	CP-70 1700 			372127	14030024
257120	Aps		7.990	1.633	K3III	14h10'53.9919''	-72º13'2.105''	1862.20						-.00076	-.0068		69277	J141053.99-721302.1	123395	CP-71 1558 			372172	14100129
257125	Aps		8.800	.138	A0V	14h13'26.3417''	-72º7'25.970''	762.78						-.00429	-.0123		69479	J141326.34-720725.9	123801	CP-71 1564 			372189	14130060
257131	Aps		6.470	1.374	K2IIp	14h16'55.1492''	-77º39'51.198''	2415.46						-.00183	-.0029		69778	J141655.14-773951.1	124099	CP-77  940 	5306		372215	14160147
257137	Aps		9.000	1.045		14h19'8.4680''	-71º57'44.729''	584.80						-.00308	-.0062			J141908.46-715744.7		CP-71 1570 			372224	14190025
258694	Aps		9.050	.393	F5V	14h19'47.2479''	-81º53'31.705''	877.19						-.00018	-.0488			J141947.24-815331.7	124100	CP-81  645 			377667	14190109
257140	Aps		6.630	-.050	B3III/IVe	14h19'57.3713''	-73º58'6.394''	995.02						-.00188	-.0004		70042	J141957.37-735806.3	124834	CP-73 1267 			372230	14200001
257142	Aps	eps Aps	5.060	-.112	B4V	14h22'23.1600''	-80º6'32.203''	563.06						-.00423	-.0141		70248	J142223.16-800632.2	124771	CP-79  755 	5336		377674	14220066
257147	Aps		8.340	1.171	K2III	14h24'6.0860''	-74º4'41.079''	618.43						.00897	-.0262		70388	J142406.08-740441.0	125486	CP-73 1275 			372255	14240018
258697	Aps		6.430	-.005	B8Ve	14h24'22.0713''	-82º50'53.700''	900.90						-.01212	-.0110		70418	J142422.07-825053.7	124639	CP-82  601 	5327		377678	14240084
257151	Aps		8.900	.380	A7V	14h25'44.7379''	-70º55'29.118''	592.07						-.00843	-.0216		70532	J142544.73-705529.1	125855	CP-70 1750 			372269	14250111
257153	Aps		9.240	.238	A2V	14h26'22.5946''	-73º22'4.463''	896.06						-.00350	-.0089		70594	J142622.59-732204.4	125872	CP-72 1527 			372272	14260064
257154	Aps		7.250	.503	F6III	14h26'55.7834''	-76º31'9.749''	353.11						.00795	.0082		70637	J142655.78-763109.7	125782	CP-75  955 			372274	14260150
257152	Aps		6.720	1.127	K0III	14h27'16.5205''	-78º37'12.995''	503.52						-.03512	-.0463		70671	J142716.52-783712.9	125690	CP-78  853 			372276	14270048
257156	Aps		9.420	-.052	ApSi	14h27'24.3978''	-75º53'48.376''	1100.11						-.00239	-.0059		70679	J142724.39-755348.3	125903	CP-75  958 			372279	14270062
257160	Aps		9.000	.649	G2/3V	14h29'9.6464''	-77º10'0.963''	435.16	20.900		279			.00683	.0408		70837	J142909.64-771000.9	126123	CP-76  824 			372292	14290044
257158	Aps		8.020	.414	F5V	14h29'26.0544''	-80º6'12.044''	246.55	4.600		127			-.01754	.0065		70861	J142926.05-800612.0	125856	CP-79  760 		14295-8006	377688	14290081
257163	Aps		6.060	1.178	K0-1III	14h29'37.0042''	-76º43'44.698''	533.33						-.00800	-.0283		70874	J142937.00-764344.6	126209	CP-76  826 	5389		372296	14290104
257162	Aps		8.260	1.539	K4III	14h29'53.7314''	-78º9'23.697''	2096.44						.00024	-.0100		70901	J142953.73-780923.6	126154	CP-77  961 			372300	14290140
257167	Aps				G6II+A3/7	14h31'50.1056''	-76º16'26.262''	2044.99	2.300		118			-.00142	-.0058		71055	J143150.10-761626.2	126595	CP-75  965 		14318-7616	372310	14310136
257174	Aps		6.930	1.610	K4III	14h35'29.4524''	-73º41'39.514''	3663.00						-.00466	-.0173		71350	J143529.45-734139.5	127369	CP-73 1302 			372334	14350087
257175	Aps		7.890	.210	A4IV	14h38'2.6264''	-79º59'45.422''	588.93	.400		84			-.00571	-.0090		71550	J143802.62-795945.4	127283	CP-79  770 		14380-8000	372350	14380023
257176	Aps		9.120	1.212		14h38'28.9639''	-78º0'33.160''	160.26						.00042	.0028			J143828.96-780033.1		CP-77  979 			372351	14380089
258704	Aps		8.380	1.363	K1III	14h38'34.8654''	-80º44'10.446''	3436.43						-.01172	-.0040		71598	J143834.86-804410.4	127284	CP-80  720 			377709	14380113
257184	Aps		9.530	.088	B9.5V	14h41'24.4073''	-71º2'53.159''	1960.78						-.00136	.0004			J144124.40-710253.1	128523	CP-70 1784 			372365	14410069
257185	Aps		10.170	.040		14h42'35.3542''	-74º51'49.112''	1904.76						-.00042	-.0012			J144235.35-745149.1		CP-74 1221 			372370	14420106
257189	Aps		8.970	.157	A1V	14h43'50.7632''	-71º28'49.663''	1075.27						-.00073	-.0136			J144350.76-712849.6	128920	CP-70 1786 			372379	14430135
257186	Aps		7.770	1.327	K2III	14h44'35.7820''	-77º44'5.418''	311.53						-.00391	-.0044			J144435.78-774405.4	128679	CP-77  997 			372386	14440097
257193	Aps	alp Aps	3.810	1.432	K3IIICN0.5	14h47'51.7088''	-79º2'41.103''	420.34						-.00199	-.0158		72370	J144751.70-790241.1	129078	CP-78  893 	5470		372410	14470150
257193	Aps	alp Aps	3.810	1.432	K3IIICN0.5	14h47'51.7088''	-79º2'41.103''	420.34						-.00199	-.0158		72370	J144751.70-790241.1	129078	CP-78  893 	5470		372410	14470150
257196	Aps		9.840	.388	F0V	14h48'12.9289''	-72º45'38.528''	203.25						-.00267	-.0207			J144812.92-724538.5	129650	CP-72 1581 			372411	14480041
257197	Aps		7.370	1.340	K1IIICNII/III	14h48'42.5468''	-70º35'56.294''	1972.39						-.00131	-.0051		72435	J144842.54-703556.2	129811	CP-70 1807 			372416	14480101
257200	Aps		9.430	.485	F0V	14h49'31.8911''	-73º55'27.250''	490.20						.01008	.0008			J144931.89-735527.2	129797	CP-73 1360 			372421	14490096
257207	Aps		7.460	1.505	K3III	14h54'39.9907''	-75º36'6.646''	2331.00						-.00746	-.0094		72961	J145439.99-753606.6	130580	CP-75 1041 			372455	14540108
257209	Aps		8.730	1.128	K1III	14h54'55.8342''	-74º47'58.800''	925.93						-.00714	-.0105			J145455.83-744758.8	130682	CP-74 1258 			372459	14540149
258708	Aps		8.490	.595	F8V	14h55'16.9831''	-82º55'8.212''	560.22						-.00229	.0027		73013	J145516.98-825508.2	129652	CP-82  623 			377750	14550080
257208	Aps		7.360	.057	A1/2V	14h55'39.4456''	-78º52'59.016''	418.76						-.00230	-.0181		73043	J145539.44-785259.0	130425	CP-78  917 			372461	14550117
257210	Aps		7.790	.463	F5V	14h55'46.1214''	-73º9'59.814''	211.10						-.02150	-.0431		73052	J145546.12-730959.8	130943	CP-72 1616 			372464	14550133
257213	Aps		8.790	1.078	K0III	14h59'7.2871''	-79º3'28.742''	5555.56						.00169	-.0011			J145907.28-790328.7	131061	CP-78  927 			372491	14590033
257216	Aps		9.290	1.491		14h59'47.5187''	-75º47'23.578''	147.49						.00072	-.0046			J145947.51-754723.5		CP-75 1061 			372500	14590125
257218	Aps		5.930	1.045	G8II	15h0'11.3030''	-77º9'37.981''	896.06						-.00400	-.0103		73415	J150011.30-770937.9	131425	CP-76  931 	5547		372505	15000039
257229	Aps		7.540	.214	A3/4V	15h3'13.0332''	-70º47'13.506''	426.26						.00353	-.0048		73645	J150313.03-704713.5	132366	CP-70 1904 			372521	15030032
257228	Aps		9.260	.234	A3III	15h3'36.8373''	-76º0'7.794''	280.11						-.00590	-.0188			J150336.83-760007.7	132129	CP-75 1079 			372524	15030091
257233	Aps		8.490	.280	ApSrEuCr	15h4'44.8448''	-70º49'54.535''	3333.33						-.00435	-.0256			J150444.84-704954.5	132673	CP-70 1913 			372533	15040100
257238	Aps		6.520	1.596	K4III	15h7'8.2018''	-71º54'17.825''	1937.98						.00157	-.0068		73980	J150708.20-715417.8	133049	CP-71 1729 	5598		372549	15070031
257245	Aps		8.670	.683	G5V	15h11'0.3852''	-73º52'11.265''	227.53						-.03633	-.1538		74289	J151100.38-735211.2	133639	CP-73 1478 			372569	15110016
257251	Aps		9.130	-.022	B8III	15h13'32.6387''	-71º15'0.566''	219.30						-.00166	-.0050			J151332.63-711500.5	134243	CP-70 1972 			372587	15130091
257249	Aps		10.070	.257	A8/9V	15h13'50.0042''	-75º4'51.896''	102.25						-.00527	-.0256			J151350.00-750451.8	134041	CP-74 1339 			372589	15130187
257255	Aps		7.380	1.042	G8IIICNII	15h16'23.9328''	-77º21'15.021''	1692.05						-.00342	-.0056		74733	J151623.93-772115.0	134333	CP-76  994 			372608	15160075
257266	Aps		8.530	.871	K0III	15h22'13.6603''	-75º34'39.516''	1754.39						-.01525	-.0308			J152213.66-753439.5	135572	CP-75 1140 			372642	15220044
257267	Aps		8.440	.609	F8V	15h22'57.7510''	-77º31'47.174''	374.95						-.00812	-.0197		75289	J152257.75-773147.1	135528	CP-77 1092 			372646	15230008
258727	Aps		8.090	.379	A9III	15h24'32.4715''	-80º26'26.249''	791.77				OP_Aps		-.00617	-.0242		75420	J152432.47-802626.2	135383	CP-79  827 			377831	15240121
257273	Aps		6.970	.074	A1III/IV	15h24'57.2115''	-72º2'46.861''	1165.50						-.00003	-.0105		75461	J152457.21-720246.8	136272	CP-71 1813 			372655	15240171
257281	Aps		8.930	-.106	B8III	15h29'28.7717''	-71º25'14.391''	606.06						-.00062	-.0104			J152928.77-712514.3	137143	CP-70 2056 			372691	15290087
257288	Aps		9.280	.030	A0V(pSi)	15h32'19.9354''	-76º59'13.342''	1821.49						-.00210	-.0058		76083	J153219.93-765913.3	137239	CP-76 1044 			372706	15320057
257299	Aps		7.790	1.487	K4III	15h36'5.7852''	-71º13'0.067''	898.47						-.00373	-.0206		76386	J153605.78-711300.0	138263	CP-70 2090 			372729	15360026
257295	Aps		7.740	.461	F5IV/V	15h37'10.6981''	-78º52'38.554''	470.81						-.02083	-.0386		76475	J153710.69-785238.5	137852	CP-78 1020 			372735	15370037
257301	Aps		7.000	.168	A3/5III/IV	15h39'1.3971''	-78º14'6.636''	517.60						-.00965	-.0479		76637	J153901.39-781406.6	138212	CP-77 1133 			372747	15390019
257305	Aps		9.630	.494	F6/7IV	15h39'15.9864''	-71º0'32.678''	3703.70						-.00848	-.0120			J153915.98-710032.6	138775	CP-70 2102 			372751	15390042
257307	Aps	kap2Aps	5.650	-.051	B7III-IV	15h40'21.3328''	-73º26'48.066''	750.75	15.000		120			-.00299	-.0207		76750	J154021.33-732648.0	138800	CP-73 1625 	5782	15404-7327	372756	15400070
